,icd9_code,icd10_code,rank,reason
2107,64764,O9843,2,"While this code addresses viral hepatitis complicating the puerperium, it is more specific to hepatitis and does not encompass other viral diseases, making it a less suitable match."
2108,64781,O98811,1,"Directly corresponds to 'other maternal infectious and parasitic diseases' in first trimester, matches the general category."
2109,64781,O98812,2,"Directly corresponds to 'other maternal infectious and parasitic diseases' in second trimester, matches the general category."
2110,64781,O98813,3,"Directly corresponds to 'other maternal infectious and parasitic diseases' in third trimester, matches the general category."
2111,64781,O98611,4,"Specifically addresses protozoal diseases complicating pregnancy in first trimester, closely related to infectious diseases."
2112,64781,O98612,5,"Specifically addresses protozoal diseases complicating pregnancy in second trimester, closely related to infectious diseases."
2113,64781,O98613,6,"Specifically addresses protozoal diseases complicating pregnancy in third trimester, closely related to infectious diseases."
2114,64781,O9882,7,"Covers other maternal infectious and parasitic diseases during childbirth, related but not during pregnancy."
2115,64781,O99834,8,"Refers to an infection carrier state complicating childbirth, not directly related to maternal infectious diseases."
2116,64782,O9883,1,"This code directly relates to maternal infectious and parasitic diseases complicating the puerperium, which matches the ICD-9 description."
2117,64782,O99835,2,"While this code refers to infections complicating the puerperium, it specifies an infection carrier state, which is less specific than the maternal infectious diseases in the ICD-9 description."
2118,64783,O98811,1,Most closely matches the description by being an 'Other maternal infectious and parasitic disease' and specifying first trimester.
2119,64783,O98812,2,Matches the description as it is an 'Other maternal infectious and parasitic disease' but specifies second trimester.
2120,64783,O98813,3,Also matches as an 'Other maternal infectious and parasitic disease' but specifies third trimester.
2121,64783,O98611,4,"This code relates to protozoal diseases complicating pregnancy, which is a more specific category under infectious diseases."
2122,64783,O98612,5,"Similar to the previous but specifies second trimester; however, it focuses on protozoal diseases."
2123,64783,O98613,6,Similar to previous codes but focuses on third trimester; still under protozoal diseases rather than the broader category.
2124,64791,O9892,1,Directly corresponds to the condition of unspecified infection during childbirth.
2125,64791,O98911,2,"Relevant to infection during the first trimester, which is a specific time frame related to pregnancy."
2126,64791,O98912,3,"Relevant to infection during the second trimester, which is a specific time frame related to pregnancy."
2127,64791,O98913,4,"Relevant to infection during the third trimester, which is a specific time frame related to pregnancy."
2128,64793,O98911,1,Directly corresponds to unspecified maternal infection during the first trimester.
2129,64793,O98912,2,Directly corresponds to unspecified maternal infection during the second trimester.
2130,64793,O98913,3,Directly corresponds to unspecified maternal infection during the third trimester.
2131,64801,O2492,1,Directly corresponds to diabetes mellitus complicating childbirth.
2132,64801,O2432,2,"Related to pre-existing diabetes in the context of childbirth, but not specifically addressing pregnancy complications."
2133,64801,O24911,3,Specifically addresses diabetes in the first trimester of pregnancy.
2134,64801,O24912,4,Specifically addresses diabetes in the second trimester of pregnancy.
2135,64801,O24913,5,Specifically addresses diabetes in the third trimester of pregnancy.
2136,64803,O24911,1,"Specific to diabetes mellitus in the context of pregnancy, aligns with antepartum condition."
2137,64803,O24912,2,"Specific to diabetes mellitus in the context of pregnancy, aligns with antepartum condition."
2138,64803,O24913,3,"Specific to diabetes mellitus in the context of pregnancy, aligns with antepartum condition."
2139,64811,O99284,1,"Specifically addresses endocrine diseases complicating childbirth, aligning closely with the delivery aspect in the ICD-9 description."
2140,64811,O99281,2,"Covers endocrine diseases complicating pregnancy, specifically in the first trimester, which relates to the mother's thyroid dysfunction during pregnancy."
2141,64811,O99282,3,"Addresses endocrine diseases complicating pregnancy in the second trimester, relevant to the mother's thyroid dysfunction during pregnancy."
2142,64811,O99283,4,"Covers endocrine diseases complicating pregnancy in the third trimester, also relevant to the mother's thyroid dysfunction during pregnancy."
2143,64813,O99281,1,"Specific to complications of endocrine disorders in the first trimester, aligning with antepartum condition."
2144,64813,O99282,2,"Specific to complications of endocrine disorders in the second trimester, relevant to antepartum condition."
2145,64813,O99283,3,"Specific to complications of endocrine disorders in the third trimester, still relevant to antepartum condition but less direct than first and second trimesters."
2146,64814,O905,1,"Directly corresponds to postpartum thyroid dysfunction, matching the description of 'Thyroid dysfunction of mother, postpartum condition or complication'."
2147,64814,O99285,2,Broadly relates to endocrine complications during the puerperium but lacks specificity to thyroid dysfunction.
2148,64821,O9902,1,"Directly relates to anemia complicating childbirth, which aligns with the delivery aspect of the ICD-9 code."
2149,64821,O99011,2,Anemia complicating pregnancy in the first trimester is relevant but less specific to delivery than O9902.
2150,64821,O99012,3,Anemia complicating pregnancy in the second trimester is relevant but less specific to delivery than O9902.
2151,64821,O99013,4,Anemia complicating pregnancy in the third trimester is relevant but less specific to delivery than O9902.
2152,64823,O99011,1,"Specific to anemia complicating pregnancy in the first trimester, relevant to antepartum condition."
2153,64823,O99012,2,"Specific to anemia complicating pregnancy in the second trimester, relevant to antepartum condition."
2154,64823,O99013,3,"Specific to anemia complicating pregnancy in the third trimester, relevant to antepartum condition."
2155,64824,O9081,1,Directly describes anemia in the postpartum period with a focus on the condition.
2156,64824,O9903,2,"Describes anemia as a complication during the puerperium, closely related but less specific than O9081."
2157,64831,O99324,1,"Directly relates to drug use complicating childbirth, which is the key aspect of the ICD-9 code."
2158,64831,O99321,2,"Refers to drug use complicating pregnancy in the first trimester, which is relevant but less specific to childbirth."
