icd9_code,icd10_code,rank,reason
435,0DT44ZZ,3,"Resection of Esophagogastric Junction, Perc Endo Approach may apply if the procedure was done endoscopically, but still relates to resection."
435,0DT48ZZ,4,"Resection of Esophagogastric Junction, Endo is less specific but still indicates a resection that could be relevant."
435,0DB40ZZ,5,"Excision of Esophagogastric Junction, Open Approach does not match the intent of gastrectomy and anastomosis as it implies removal rather than resection."
435,0DB43ZZ,6,"Excision of Esophagogastric Junction, Percutaneous Approach is not applicable as it does not reflect the nature of the gastrectomy."
435,0DB44ZZ,7,"Excision of Esophagogastric Junction, Perc Endo Approach is not appropriate as it suggests a different procedural approach."
435,0DB47ZZ,8,"Excision of Esophagogastric Junction, Via Opening is not semantically aligned with the partial gastrectomy and suggests a different intent."
436,0DT70ZZ,1,"Resection of Stomach, Pylorus, Open Approach is the most semantically similar to partial gastrectomy with anastomosis."
436,0DT77ZZ,2,"Resection of Stomach, Pylorus, Via Opening is similar in procedure but less specific than open approach."
436,0DT74ZZ,3,"Resection of Stomach, Pylorus, Perc Endo Approach is relevant due to the anastomosis but uses a different approach."
436,0DT78ZZ,4,"Resection of Stomach, Pylorus, Endo is similar but uses an endoscopic approach, which may not match the description."
436,0DB60ZZ,5,"Excision of Stomach, Open Approach does not match the procedure description as it suggests excision rather than resection."
436,0DB63ZZ,6,"Excision of Stomach, Percutaneous Approach is irrelevant as it does not align with the gastrectomy and anastomosis."
436,0DB67ZZ,7,"Excision of Stomach, Via Natural or Artificial Opening does not fit the procedure description, focusing on excision."
4389,0DB60ZZ,1,"The procedure is an excision of the stomach performed via an open approach, aligning well with the concept of an open gastrectomy."
4389,0DB67ZZ,2,"This code represents an excision of the stomach via a natural or artificial opening, which could correspond to a partial gastrectomy approach but is less direct than an open approach."
4389,0DB63ZZ,3,"This code indicates a percutaneous approach for excision of the stomach, which does not align with the open nature of the procedure described in the ICD-9 code."
4399,0DT60ZZ,1,Open approach resection of the stomach matches the procedure of total gastrectomy.
4399,0DT64ZZ,2,Percutaneous endoscopic approach for resection of the stomach is a valid method for total gastrectomy.
4399,0DT67ZZ,3,Via natural or artificial opening approach for resection of the stomach aligns with total gastrectomy.
4399,0DT68ZZ,4,Endoscopic approach for resection of the stomach is less specific but still applicable for total gastrectomy.
4400,008Q0ZZ,1,"Open approach aligns with the vagotomy procedure, representing a direct surgical intervention."
4400,008Q4ZZ,2,Percutaneous endoscopic approach is a minimally invasive technique that can be relevant for vagotomy.
4400,008Q3ZZ,3,Percutaneous approach is less commonly associated with vagotomy but still represents a division of the vagus nerve.
4401,008Q0ZZ,1,Open approach matches the surgical method for truncal vagotomy.
4401,008Q3ZZ,2,Percutaneous approach is a valid method but less typical for truncal vagotomy.
4401,008Q4ZZ,3,Percutaneous endoscopic approach is less common for truncal vagotomy.
4403,008Q0ZZ,1,Open approach aligns with the surgical nature of selective vagotomy.
4403,008Q4ZZ,2,Percutaneous endoscopic approach is less invasive and aligns with vagotomy but is not as direct as open approach.
4403,008Q3ZZ,3,Percutaneous approach is the least invasive option but does not match the typical method for selective vagotomy.
4414,0D964ZX,1,"This code represents drainage of the stomach using a percutaneous endoscopic approach, which aligns closely with the endoscopic nature of the biopsy."
4414,0D963ZX,2,"This code indicates drainage of the stomach via a percutaneous approach, which is somewhat related but lacks the endoscopic specification."
4414,0D968ZX,3,"This code represents drainage of the stomach via an endoscopic method, though it does not specify whether it is diagnostic or not."
4414,0DB64ZX,4,"This code reflects excision of the stomach via a percutaneous endoscopic approach, which is a more invasive procedure than a biopsy but still relates to the stomach."
4414,0DB63ZX,5,"This code indicates excision of the stomach via a percutaneous approach, which is still more invasive than a biopsy."
4414,0DB67ZX,6,"This code represents excision of the stomach via opening, which is a more invasive procedure than a biopsy."
4414,0DD64ZX,7,"This code indicates extraction of the stomach via a percutaneous endoscopic approach, which is a different type of intervention than a biopsy."
4414,0DD63ZX,8,"This code indicates extraction of the stomach via a percutaneous approach, which is more invasive than a biopsy."
4414,0D967ZX,9,"This code reflects drainage of the stomach via an opening, which does not align well with the biopsy procedure."
4415,0D960ZX,1,"The procedure is a diagnostic intervention on the stomach using an open approach, which aligns closely with an open biopsy."
4415,0DB60ZX,2,"While this code involves the stomach and an open approach, it indicates excision rather than biopsy, making it less appropriate."
4419,0DJ67ZZ,1,"This code represents an inspection of the stomach via a natural or artificial opening, which aligns well with the concept of a diagnostic procedure on the stomach."
4419,0DJ63ZZ,2,"This code represents an inspection of the stomach via a percutaneous approach, which is a valid diagnostic procedure but is less common than the natural or artificial opening approach."
4422,0D774DZ,1,Correctly describes dilation of the pylorus with an intraluminal device using a percutaneous endoscopic approach.
4422,0D778DZ,2,"Describes dilation of the pylorus with an intraluminal device using an endoscopic approach, matching the procedure closely."
4422,0D778ZZ,3,"Describes dilation of the pylorus using an endoscopic approach but lacks mention of an intraluminal device, making it slightly less specific."
4429,0DQ70ZZ,1,"Open approach aligns with surgical repair of the pylorus, which is related to pyloroplasty."
4429,0DQ73ZZ,2,Percutaneous approach could be relevant for a less invasive repair of the pylorus.
4429,0DQ74ZZ,3,Percutaneous endoscopic approach is a valid method for repairing the pylorus.
4429,0DQ77ZZ,4,Repair via natural or artificial opening is relevant for pylorus procedures.
4429,0DQ78ZZ,5,"The term 'Endo' implies an endoscopic approach, which is related but less specific."
4431,0D1607A,1,"Bypass Stomach to Jejunum with Autol Sub, Open Approach - matches procedure and approach."
4431,0D160JA,2,"Bypass Stomach to Jejunum with Synth Sub, Open Approach - matches procedure and approach."
4431,0D160KA,3,"Bypass Stomach to Jejunum with Nonaut Sub, Open Approach - matches procedure and approach."
4431,0D160ZA,4,"Bypass Stomach to Jejunum, Open Approach - matches procedure and approach, no substitute specified."
4431,0D1687A,5,"Bypass Stomach to Jejunum with Autol Sub, Endo - matches procedure but approach differs."
4431,0D168JA,6,"Bypass Stomach to Jejunum with Synthetic Substitute, Endo - matches procedure but approach differs."
4431,0D168KA,7,"Bypass Stomach to Jejunum with Nonaut Sub, Endo - matches procedure but approach differs."
4431,0D168ZA,8,"Bypass Stomach to Jejunum, Endo - matches procedure but approach differs."
4432,0DW04UZ,1,"The code describes a procedure that involves revising a feeding device in the upper intestinal tract via a percutaneous endoscopic approach, which aligns with the gastrojejunostomy procedure."
4432,0DW08UZ,2,This code also describes a revision of a feeding device in the upper intestinal tract but does not specify the percutaneous approach. It is relevant but not as precise as the first code.
4438,0D1647A,1,Best match for 'Laparoscopic gastroenterostomy' as it specifies bypass to jejunum with autologous substance via percutaneous endoscopic approach.
4438,0D16479,2,Good match as it specifies bypass to duodenum with autologous substance via percutaneous endoscopic approach.
4438,0D164JA,3,Relevant as it involves bypass to jejunum with synthetic substance via percutaneous endoscopic approach.
4438,0D164J9,4,Related to bypass to duodenum with synthetic substance via percutaneous endoscopic approach.
4438,0D164KA,5,Pertains to bypass to jejunum with non-autologous substance via percutaneous endoscopic approach.
4438,0D164K9,6,Involves bypass to duodenum with non-autologous substance via percutaneous endoscopic approach.
4438,0D164ZA,7,Covers bypass to jejunum via percutaneous endoscopic approach without specifying substance type.
4438,0D164Z9,8,Describes bypass to duodenum via percutaneous endoscopic approach without specifying substance type.
4439,0D160Z9,1,"Bypass Stomach to Duodenum, Open Approach matches 'Other gastroenterostomy without gastrectomy'."
4439,0D160ZA,2,"Bypass Stomach to Jejunum, Open Approach closely aligns with the gastroenterostomy procedure."
4439,0D16079,3,"Bypass Stomach to Duodenum with Autol Sub, Open Approach indicates a specific type of bypass that fits the gastroenterostomy description."
4439,0D1607A,4,"Bypass Stomach to Jejunum with Autol Sub, Open Approach is another specific bypass related to gastroenterostomy."
4439,0D160J9,5,"Bypass Stomach to Duodenum with Synth Sub, Open Approach is a variation that is still relevant to the procedure."
4439,0D160JA,6,"Bypass Stomach to Jejunum with Synth Sub, Open Approach remains within the context of gastroenterostomy."
4439,0D160K9,7,"Bypass Stomach to Duodenum with Nonaut Sub, Open Approach shows relevance to the procedure type."
4439,0D160KA,8,"Bypass Stomach to Jejunum with Nonaut Sub, Open Approach is also semantically relevant."
4439,0D168Z9,9,"Bypass Stomach to Duodenum, Endo is a valid alternative approach for the gastroenterostomy."
4439,0D168ZA,10,"Bypass Stomach to Jejunum, Endo is relevant as well, providing an endoscopic approach."
4439,0D16879,11,"Bypass Stomach to Duodenum with Autol Sub, Endo is relevant but less preferred due to approach differences."
4439,0D1687A,12,"Bypass Stomach to Jejunum with Autol Sub, Endo fits but has a lesser preference due to the endoscopic approach."
4439,0D168J9,13,"Bypass Stomach to Duodenum with Synthetic Substitute, Endo is a variation but less preferred due to approach."
4439,0D168JA,14,"Bypass Stomach to Jejunum with Synthetic Substitute, Endo is relevant but lower in preference."
4439,0D168K9,15,"Bypass Stomach to Duodenum with Nonaut Sub, Endo is a possible option but less relevant due to the approach."
