original_name,clean,counts
Colistin Bladder Irrigation,colistin bladder,16
Collagenase Ointment,collagenase,11
Colocort,colocort,8
Combi,combigan,8
CombiPatch,combipatch,10
Combigan,combigan,8
Combigan ,combigan,8
Combigan  0.2%/0.5%,combigan 0.2%/0.5%,18
Combigan  drops  0.2 %/0.5%,combigan 0.2%/0.5%,18
Combigan (0.2-0.5%),combigan (0.2-0.5%),19
Combigan (Brimonidine-Timolol),combigan (brimonidine-timolol),30
Combigan (brimonidine 0.2%/timolol 0.5%)                       ,combigan (brimonidine 0.2%/timolol 0.5%),40
Combigan (brimonidine-timolol),combigan (brimonidine-timolol),30
Combigan (brimonidine/timolol),combigan (brimonidine/timolol),30
Combigan 0.2%- 0.5% ,combigan 0.2%- 0.5%,19
Combigan 0.2%-0.5% eye drops,combigan 0.2%-0.5%,18
Combigan 0.2%/0.5%,combigan 0.2%/0.5%,18
Combigan 0.2-0.5%,combigan 0.2-0.5%,17
Combigan Ophthalmic,combigan ophthalmic,19
Combigan drops,combigan,8
Combigan(brimonidine-timolol),combigan(brimonidine-timolol),29
Combivent,combivent,9
Combivent Respimat,combivent respimat,18
Combivir,combivir,8
Complera,complera,8
Complera ,complera,8
Complera (emtriciab-rilpivirine-tenofovir),complera (emtriciab-rilpivirine-tenofovir),42
Complera 200 mg-25 mg-300 mg tablet,complera 200mg-25mg-300mg,25
Complera 200-25-300,complera 200-25-300,19
Complera(emtricita-rilpivirine-tenof DF),complera(emtricitab-rilpivirine-tenof df),41
Complete Natal DHA,complete natal dha,18
Compound W,compound w,10
Comtan,comtan,6
Concerta,concerta,8
Concerta (methylphenidate),concerta (methylphenidate),26
Concerta (methylphenidate) ER,concerta (methylphenidate) er,29
Continuous infusion: N-Acetylcysteine (NAC),continuous infusion: n-acetylcysteine (nac),43
Contrave,contrave,8
Copaxone,copaxone,8
Copaxone (Glatiramer),copaxone (glatiramer),21
Copaxone (glatiramer acetate),copaxone (glatiramer acetate),29
Copaxone (glatiramer),copaxone (glatiramer),21
Copiktra (duvelisib),copiktra (duvelisib),20
Copper Chloride,copper chloride,15
Copper Sulfate,copper sulfate,14
Coral Calcium,coral calcium,13
Cordarone,cordarone,9
Cordran tape,cordran tape,12
Coreg,coreg,5
Coreg CR,coreg cr,8
Coreg CR  (Carvedilol),coreg cr (carvedilol),21
Corlanor,corlanor,8
Corn Starch (Bulk),corn starch,11
Cortef,cortef,6
Cortenema,cortenema,9
Cortifoam,cortifoam,9
Cortisone,cortisone,9
Cortisone (hydrocortisone),cortisone (hydrocortisone),26
Cortisone AC,cortisone ac,12
Cortisone acetate,cortisone acetate,17
Cortrosyn,cortrosyn,9
Cortroysin,cortroysin,10
Cortroysn,cortroysn,9
Cortroysn ,cortroysn,9
Cortroyson,cortroyson,10
Cosaflex,cosaflex,8
Cosamin DS,cosamin ds,10
Cosentyx (secukinumab),cosentyx (secukinumab),22
Cosopt,cosopt,6
Cosopt (PF),cosopt (pf),11
Cosopt PF,cosopt pf,9
Cosy,cosy,4
Cosyntropin,cosyntropin,11
Cosyntropin ,cosyntropin,11
Cotrosyn,cotrosyn,8
Coumadin,coumadin,8
Cozaar,cozaar,6
Cran-Max,cran-max,8
Cran-Max (cranberry Extract),cran-max (cranberry extract),28
Cranberry,cranberry,9
Cranberry Concentrate,cranberry concentrate,21
Cranberry Plus Vitamin C,cranberry plus vitamin c,24
Creatine Monohydrate,creatine monohydrate,20
Creatine Monohydrate (Bulk),creatine monohydrate,20
Creatinine (Bulk),creatinine,10
Creon,creon,5
Creon ,creon,5
"Creon (36K Lipase, 114K protease, 180K Amylase)",creon (36k lipase 114k protease 180k amylase),45
Creon 10,creon 10,8
Creon 12,creon 12,8
Creon 20,creon 20,8
Creon 24,creon 24,8
Creon 24 Capsules,creon 24,8
"Creon 24,000",creon 24000,11
Creon 36,creon 36,8
"Creon 36 (Lipase 36K, Prot 114K, Amyl 180K)",creon 36 (lipase 36k prot 114k amyl 180k),41
Creon 36 DR,creon 36 dr,11
"Creon 36,000 unit-114,000 unit-180,000 unit capsule,delayed release",creon 36000 unit-114000 unit-180000 unit delayed release,56
"Creon 36,000-114,000-180,000",creon 36000-114000-180000,25
"Creon 36,000-114,000-180,000 units",creon 36000-114000-180000 units,31
Creon 36000,creon 36000,11
Creon 5,creon 5,7
Creon DR 24,creon dr 24,11
Creon dr,creon dr,8
Cresemba,cresemba,8
Crestor,crestor,7
Crinone,crinone,7
Crinone (Progesterone Micronized),crinone (progesterone micronized),33
Critic-Aid,critic-aid,10
Critic-Aid Clear,critic-aid clear,16
Critic-Aid Clear AF,critic-aid clear af,19
Crixivan,crixivan,8
Crizotinib,crizotinib,10
Crizotinib 250mg Caps,crizotinib 250mg,16
Cromolyn,cromolyn,8
Cromolyn Inh Neb 20mg/2ml,cromolyn neb 20mg/2ml,21
Cromolyn Sodium,cromolyn sodium,15
Cromolyn Sodium (Nasal Inhalation),cromolyn sodium,15
Cryselle (28),cryselle,8
Cryselle (28) 0.3mg-30mcg Tab,cryselle  0.3mg-30mcg,21
Culturelle,culturelle,10
Culturelle 10-245,culturelle 10-245,17
Culturelle Probiotics,culturelle probiotics,21
Culturelle Women Health Balanc,culturelle women health balanc,30
Cuprimine,cuprimine,9
Cutivate,cutivate,8
Cuvitru,cuvitru,7
Cyanide Antidote,cyanide antidote,16
Cyanoco,cyanocobalamin,14
Cyanocob,cyanocobalamin,14
Cyanocobalamin,cyanocobalamin,14
Cyanocobalamin (vitamin B-12),cyanocobalamin (vitamin b-12),29
Cyanocobalamin (vitamin B-12) 1000mcg tab,cyanocobalamin (vitamin b-12) 1000mcg,37
Cyclafem 1/35 (28),cyclafem 1/35,13
CycloPH,cyclophosphamide,16
CycloPHO,cyclophosphamide,16
CycloPHOS,cyclophosphamide,16
CycloPHOSPHAMIDE,cyclophosphamide,16
CycloPHOSPHAMIDE*,cyclophosphamide,16
CycloSERINE,cycloserine,11
CycloSPORINE,cyclosporine,12
CycloSPORINE ,cyclosporine,12
CycloSPORINE (Continuous Infusion for BMT),cyclosporine (continuous infusion bmt),38
CycloSPORINE (Continuous infusion for non-BMT) ,cyclosporine (continuous infusion non-bmt),42
CycloSPORINE (Neoral) MODIFIED,cyclosporine (neoral) modified,30
CycloSPORINE (Sandimmune),cyclosporine (sandimmune),25
Cyclobe,cyclobenzaprine,15
Cyclobenza,cyclobenzaprine,15
Cyclobenzapri,cyclobenzaprine,15
Cyclobenzaprine,cyclobenzaprine,15
Cyclogyl (cyclopentolate) 0.5%,cyclogyl (cyclopentolate) 0.5%,30
Cyclopentolate 1%,cyclopentolate 1%,17
Cyclopentolate-Phenylephrine,cyclopentolate-phenylephrine,28
Cyclophosphamide,cyclophosphamide,16
Cycloserine,cycloserine,11
Cyclosporine,cyclosporine,12
Cyclosporine 0.05% Ophth Emulsion,cyclosporine 0.05% emulsion,27
Cyclosporine Modified,cyclosporine modified,21
Cymbalta,cymbalta,8
Cyproheptadine,cyproheptadine,14
Cystadane (Betaine),cystadane (betaine),19
Cystagon,cystagon,8
Cysteamine,cysteamine,10
Cytarabine,cytarabine,10
Cytarabine*,cytarabine,10
Cyto-Q,cyto-q,6
Cyto-Q liposomal ubiquinol,cyto-q liposomal ubiquinol,26
CytoGam,cytogam,7
Cytomegalovirus Immune Glob,cytomegalovirus immune glob,27
Cytomel,cytomel,7
Cytotec,cytotec,7
Cytra-2,cytra-2,7
D,UNK,1
D-Mannose,d-mannose,9
D10W,d10w,4
D51/2NS 1000ml,d51/2ns 1000ml,14
DACTINomycin,dactinomycin,12
DAPTOmycin,daptomycin,10
DAPTOmycin-Heparin Lock,daptomycin-heparin lock,23
DAS181,das181,6
DASatinib,dasatinib,9
DAUNOrubicin,daunorubicin,12
DAUNOrubicin*,daunorubicin,12
DDAVP,ddavp,5
DEPAKOTE  (DELayed Release),depakote (delayed release),26
DEPAKOTE (DELayed Release),depakote (delayed release),26
DHA,dha,3
DHA - Prenatal,dha - prenatal,14
DHA Algal-900,dha algal-900,13
DHA Prenatal,dha prenatal,12
DHEA,dhea,4
DHEA (dihydroxyepiandrosterone),dhea (dihydroxyepiandrosterone),31
DICYCLOMine,dicyclomine,11
DILT,dilt,4
DILT-XR,dilt-xr,7
DILTIAZEM,diltiazem,9
DIOvan,diovan,6
DOBUTamine,dobutamine,10
DOBUTamine 250mg BAG,dobutamine 250mg,16
DOCEtaxel (TaxoTERE),docetaxel (taxotere),20
DOCEtaxel Desensitization,docetaxel desensitization,25
DOPamine,dopamine,8
DOPamine 400mg BAG,dopamine 400mg,14
DOXOrubicin,doxorubicin,11
DOXOrubicin*,doxorubicin,11
DOXYCYCLINE HYCLATE,doxycycline hyclate,19
DULoxetine,duloxetine,10
DULoxetine ,duloxetine,10
DULoxetine DR,duloxetine dr,13
Dabigatran,dabigatran,10
Dabigatran Etexilate,dabigatran etexilate,20
Dabrafenib,dabrafenib,10
Dabrafenib (Tafinlar),dabrafenib (tafinlar),21
Dabrafenib (Tafinlar) 75mg,dabrafenib (tafinlar) 75mg,26
Dabrafenib *NF*,dabrafenib,10
Dabrafenib 75mg,dabrafenib 75mg,15
Dacarbazine,dacarbazine,11
Dacomitinib,dacomitinib,11
Dacomitinib ,dacomitinib,11
Dactinomycin,dactinomycin,12
Daily Vitamin,vitamin,7
Dairy Relief,dairy,5
Dakins,dakins,6
Dakins 1/2 Strength,dakins 1/2 strength,19
Dakins 1/4 Strength,dakins 1/4 strength,19
Dakins 1/8 Strength,dakins 1/8 strength,19
Dakins Solution,dakins,6
Dalfampridine,dalfampridine,13
Dalfampridine (4-Aminopyridine),dalfampridine (4-aminopyridine),31
Daliresp,daliresp,8
Daliresp  ,daliresp,8
Daliresp (roflumilast),daliresp (roflumilast),22
Daliresp 500 mcg ,daliresp 500 mcg,16
Dalteparin,dalteparin,10
Dalvance,dalvance,8
Danazol,danazol,7
Dantolene,dantolene,9
Dantrlene,dantrlene,9
Dantrolene,dantrolene,10
Dantrolene ,dantrolene,10
Dantrolene Sodium,dantrolene sodium,17
Dapagliflozin,dapagliflozin,13
Dapsone,dapsone,7
Daptomycin,daptomycin,10
Daptomycin Desensitization,daptomycin desensitization,26
Daptomycin-Heparin Lock,daptomycin-heparin lock,23
Daraprim,daraprim,8
Daratumumab,daratumumab,11
Daratumumab-Hyaluronidase-fihj,daratumumab-hyaluronidase-fihj,30
Darbepoetin Alfa,darbepoetin alfa,16
Darbepoetin Alfa In Polysorbat,darbepoetin alfa in polysorbat,30
Darifenacin,darifenacin,11
Darunavir,darunavir,9
Darunavir ,darunavir,9
Darunavir 300mg tablet,darunavir 300mg,15
Darunavir 600mg tablet,darunavir 600mg,15
Darvocet-N 100,darvocet-n 100,14
Dasa,dasa,4
Dasabuvir,dasabuvir,9
Dasatanib (Sprycel) **CHEMO**,dasatanib (sprycel) chemo,25
Dasatinib,dasatinib,9
Dasatinib 20mg tablet,dasatinib 20mg,14
Dasetta ,dasetta,7
Dasetta 1/35 (28),dasetta 1/35,12
Dasetta 7/7/7 (28),dasetta 7/7/7,13
Daysee,daysee,6
Daytrana,daytrana,8
De,debrox,6
Debrox,debrox,6
Debrox 6.5%,debrox 6.5%,11
Decitabine,decitabine,10
Decitabine*,decitabine,10
Declomycin,declomycin,10
Deferoxamine,deferoxamine,12
Deferoxamine ,deferoxamine,12
Deferoxamine (DFO),deferoxamine (dfo),18
Deferoxamine Mesylate,deferoxamine mesylate,21
Defibrotide,defibrotide,11
Defitelio,defitelio,9
Dehydrated Alcohol,dehydrated alcohol,18
Dehydroepiandrosterone,dehydroepiandrosterone,22
Delestrogen,delestrogen,11
Delstrigo,delstrigo,9
Delstrigo *NF* (doravirine-Lamivu-tenofov diso) 100-300-300 mg ,delstrigo (doravirine-lamivu-tenofov diso) 100-300-300mg,56
Delsym Cough+Soothing Action,delsym cough+soothing action,28
Demeclocycline,demeclocycline,14
Denavir,denavir,7
Denosumab (Prolia),denosumab (prolia),18
Denosumab (Xgeva),denosumab (xgeva),17
Depakene,depakene,8
Depakote,depakote,8
Depakote (divalproex),depakote (divalproex),21
Depakote Brand Name,depakote,8
Depakote DR ,depakote dr,11
Depakote ER,depakote er,11
Depakote Spr,depakote spr,12
Depakote Sprin,depakote sprin,14
Deplin,deplin,6
Deplin (algal oil),deplin (algal oil),18
Deplin 15 (algal oil),deplin 15 (algal oil),21
Depo-Provera,depo-provera,12
Derm,derm,4
DermaPhor (Hydrolatum),dermaphor (hydrolatum),22
DermaSarra,dermasarra,10
DermaTran,dermatran,9
Dermagran Ointment,dermagran,9
Dermoplast Spray,dermoplast,10
Descovy,descovy,7
Desenex,desenex,7
Desferal,desferal,8
Desipramine,desipramine,11
Desitin,desitin,7
Desitin Multi-Purpose,desitin multi-purpose,21
Desitin Rapid Relief,desitin rapid,13
Deslansoprazole (Dexilant),deslansoprazole (dexilant),26
Desloratadine,desloratadine,13
Desmopressin,desmopressin,12
Desmopressin Acetate,desmopressin acetate,20
"Desmopressin Acetate 0,01% Rhinal Tube",desmopressin acetate 001% rhinal tube,37
Desmopressin Acetate 0.01% Nasal Spray,desmopressin acetate 0.01%,26
Desmopressin Nasal,desmopressin,12
Desogen,desogen,7
Desogen-28,desogen-,8
Desogestrel-Ethinyl Estradiol,desogestrel-ethinyl estradiol,29
Desogestrel-Ethinyl estradiol,desogestrel-ethinyl estradiol,29
Desonide,desonide,8
Desonide 0.05%,desonide 0.05%,14
Desonide 0.05% Cream,desonide 0.05%,14
Desoximetasone 0.25% cream,desoximetasone 0.25%,20
Desvenlafaxine,desvenlafaxine,14
Desvenlafaxine (Pristiq),desvenlafaxine (pristiq),24
Desvenlafaxine succinate,desvenlafaxine succinate,24
Desvenlafaxine succinate (Pristiq),desvenlafaxine succinate (pristiq),34
Detrol LA,detrol la,9
Dex,dexamethasone,13
Dexa,dexamethasone,13
Dexam,dexamethasone,13
Dexame,dexamethasone,13
Dexamet,dexamethasone,13
Dexameth,dexamethasone,13
Dexametha,dexamethasone,13
Dexamethas,dexamethasone,13
Dexamethaso,dexamethasone,13
Dexamethason,dexamethasone,13
Dexamethasone,dexamethasone,13
Dexamethasone ,dexamethasone,13
Dexamethasone 10mg/1mL 1mL VIAL,dexamethasone 10mg/1ml 1ml,26
Dexamethasone Intensol,dexamethasone intensol,22
Dexamethasone Ophthalmic Soln 0.1%,dexamethasone ophthalmic 0.1%,29
Dexamethasone Ophthalmic Susp 0.1%,dexamethasone ophthalmic 0.1%,29
Dexamethasone Oral ,dexamethasone,13
Dexamethasone Oral Soln,dexamethasone,13
Dexamethasone Oral Soln (0.1mg/1mL),dexamethasone (0.1mg/1ml),25
Dexamethasone Sod Phos,dexamethasone sodium phos,25
Dexamethasone Sod Phosphate,dexamethasone sodium phosphate,30
Dexamethasone Susp 0.1%,dexamethasone 0.1%,18
Dexedrine Spansule,dexedrine spansule,18
Dexilant,dexilant,8
Dexilant ( dexlansoprazole),dexilant (dexlansoprazole),26
Dexilant (Dexlansoprazole),dexilant (dexlansoprazole),26
Dexilant (dexlansopeazole),dexilant (dexlansopeazole),26
Dexilant (dexlansoprazole DR),dexilant (dexlansoprazole dr),29
Dexilant (dexlansoprazole),dexilant (dexlansoprazole),26
Dexilant 60 mg,dexilant 60mg,13
Dexlansoprazole (Dexilant),dexlansoprazole (dexilant),26
Dexmedeto 0.4mg/100mL 100mL VIAL,dexmedeto 0.4mg/100ml 100ml,27
Dexmedetomidine,dexmedetomidine,15
Dexmedetomidine (CVICU Fast-Track Extubation Protocol),dexmedetomidine (fast-track extubation),39
Dexmetdetomidine,dexmetdetomidine,16
Dexmethylphenidate,dexmethylphenidate,18
Dexmethylphenidate ER,dexmethylphenidate er,21
Dexrazoxane,dexrazoxane,11
Dextran 40 in D5W,dextran 40 in d5w,17
Dextran 40 in NaCl,dextran 40 in nacl,18
Dextroamphetamine,dextroamphetamine,17
Dextroamphetamine 10mg ER Cap,dextroamphetamine 10mg er,25
Dextroamphetamine 10mg ER Caps,dextroamphetamine 10mg er,25
Dextroamphetamine Spansules *NF*,dextroamphetamine spansules,27
Dextroamphetamine/Amphetamine,dextroamphetamine/amphetamine,29
Dextromethorpha,dextromethorpha,15
Dextromethorphan,dextromethorphan,16
Dextromethorphan ,dextromethorphan,16
Dextromethorphan HBr 30mg/15ml,dextromethorphan hbr 30mg/15ml,30
Dextromethorphan Polistirex,dextromethorphan polistirex,27
Dextromethorphan Poly Complex,dextromethorphan poly complex,29
Dextromethorphan-,dextromethorphan-,17
Dextromethorphan-Guaifenesin ,dextromethorphan-guaifenesin,28
Dextromethorphan-Guaifenesin (Sugar Free),dextromethorphan-guaifenesin,28
Dextrose,dextrose,8
Dextrose ,dextrose,8
Dextrose 10% in Water (D10W),dextrose 10% in water (d10w),28
Dextrose 5% in Water (D5W),dextrose 5% in water (d5w),26
Dextrose 50%,dextrose 50%,12
Dextrose 50% 25gm/50mL 50mL SYR,dextrose 50% 25gm/50ml 50ml,27
DiCLOXacillin,dicloxacillin,13
DiCYCLOmine,dicyclomine,11
DiaResQ,diaresq,7
"DiaResQ (colustrum, bovine)",diaresq (colustrum bovine),26
DiaResQ 4 gram-35 kcal/7 gram,diaresq 4 gram-35 kcal/7 gram,29
Dialyvite,dialyvite,9
Diamox Sequels,diamox sequels,14
Diane 35,diane 35,8
Diastat,diastat,7
Diastat AcuDial,diastat acudial,15
Diazepam,diazepam,8
Diazepam *NF*,diazepam,8
Diazepam - CIWA protocol,diazepam - ciwa,15
Diazepam 10mg/2mL 2mL SYR,diazepam 10mg/2ml 2ml,21
Diazepam Intensol,diazepam intensol,17
Diazepam/Lidocaine Supp,diazepam/lidocaine,18
Diazoxide,diazoxide,9
Diazoxide (Diabetic Use),diazoxide (diabetic),20
Dibucaine,dibucaine,9
Diclegis,diclegis,8
Diclo Gel,diclo gel,9
Diclofenac ,diclofenac,10
Diclofenac 1% Topical Gel,diclofenac 1% topical gel,25
Diclofenac Sodium,diclofenac sodium,17
Diclofenac Sodium DR,diclofenac sodium dr,20
Diclofenac Sodium Gel (Voltaren),diclofenac sodium gel (voltaren),32
Diclofenac Sodium Top Gel 1%,diclofenac sodium top gel 1%,28
Diclofenac Topical Gel 1%,diclofenac topical gel 1%,25
Diclofenac sodium,diclofenac sodium,17
Diclofenac sodium Topical Gel 1%,diclofenac sodium topical gel 1%,32
Dicyclomine,dicyclomine,11
Didanosine EC,didanosine ec,13
Dietary Supplement,dietary supplement,18
Diethylstilbestrol,diethylstilbestrol,18
Differin,differin,8
Diflucan,diflucan,8
Diflunisal,diflunisal,10
Digestive Probiotic,digestive probiotic,19
DigiFab,digifab,7
Digox,digoxin,7
Digoxin,digoxin,7
Digoxin (Elixir),digoxin (elixir),16
Digoxin Immune Fab,digoxin immune fab,18
Digoxin Solution,digoxin,7
Dihydroergotamine Mesylate,dihydroergotamine mesylate,26
Dilantin,dilantin,8
Dilantin ,dilantin,8
Dilantin EX 100mg,dilantin ex 100mg,17
Dilantin Extended,dilantin extended,17
Dilantin Infatabs,dilantin infatabs,17
Dilantin Kapseal,dilantin kapseal,16
Dilaudid,dilaudid,8
Dilaudid (PF),dilaudid (pf),13
Dilaudid-5,dilaudid-5,10
Dilt,dilt,4
Dilti,diltiazem,9
Diltia,diltiazem,9
Diltiaz,diltiazem,9
Diltiaze,diltiazem,9
Diltiazem,diltiazem,9
Diltiazem ,diltiazem,9
Diltiazem 25mg/5mL 5mL VIAL,diltiazem 25mg/5ml 5ml,22
Diltiazem 50mg/10mL 10mL VIAL,diltiazem 50mg/10ml 10ml,24
Diltiazem Extended-Release,diltiazem extended-release,26
Diltiazem HCl,diltiazem hcl,13
Diltiazem-Lidocaine 0.2%-1% Ointment,diltiazem-lidocaine 0.2%-1%,27
DimenhyDRINATE,dimenhydrinate,14
Dimethyl Fumarate (Tecfidera),dimethyl fumarate (tecfidera),29
Dimethyl Sulfoxide,dimethyl sulfoxide,18
Dimethyl Sulfoxide 50%,dimethyl sulfoxide 50%,22
Diovan,diovan,6
Diovan HCT,diovan hct,10
Diovan- HCTZ(Valsartan-hydrochlorothiazide),diovan- hctz(valsartan-hydrochlorothiazide),43
Diovan-HCT,diovan-hct,10
Dipentum,dipentum,8
Diphenhist,diphenhist,10
Diphenhyd,diphenhyd,9
DiphenhydrAMIN 50mg/1mL 1mL VIAL,diphenhydramin 50mg/1ml 1ml,27
DiphenhydrAMINE,diphenhydramine,15
Diphenhydramine,diphenhydramine,15
Diphenhydramine HCl,diphenhydramine hcl,19
Diphenoxylate-Atropine,diphenoxylate-atropine,22
Dipivefrin 0.1% ,dipivefrin 0.1%,15
Dipivefrin HCl 0.1% ,dipivefrin hcl 0.1%,19
Dipyridamole,dipyridamole,12
Dipyridamole-Aspirin,dipyridamole-aspirin,20
Disopyramide CR,disopyramide cr,15
Disopyramide Phosphate,disopyramide phosphate,22
Disulfiram,disulfiram,10
Ditropan XL,ditropan xl,11
Ditropan XL (oxybutynin),ditropan xl (oxybutynin),24
Dival,divalproex,10
Divalp,divalproex,10
Divalproe,divalproex,10
Divalproex,divalproex,10
Divalproex ,divalproex,10
Divalproex (DELayed Release),divalproex (delayed release),28
Divalproex (EXTended Release),divalproex (extended release),29
Divalproex Sod. Sprinkles,divalproex sodium. sprinkles,28
Divalproex Sodium,divalproex sodium,17
Divalproex Sodium ER,divalproex sodium er,20
Divigel,divigel,7
Divitinib,divitinib,9
Dnatrolene,dnatrolene,10
Do,docusate,8
Doc,docusate,8
Docosanol,docosanol,9
Docu,docusate,8
Docus,docusate,8
Docusa,docusate,8
Docusat,docusate,8
Docusate,docusate,8
Docusate ,docusate,8
Docusate S,docusate sodium,15
Docusate So,docusate sodium,15
Docusate Sod,docusate sodium,15
Docusate Sodi,docusate sodium,15
Docusate Sodiu,docusate sodium,15
Docusate Sodium,docusate sodium,15
Docusate Sodium ,docusate sodium,15
Docusate Sodium (Liquid),docusate sodium,15
Docusate sodium,docusate sodium,15
Dofetilide,dofetilide,10
Dolasetron Mesylate,dolasetron mesylate,19
Dolasetron Mesylate I.V.,dolasetron mesylate i.v.,24
Dolutegravir,dolutegravir,12
Domeboro,domeboro,8
Domperidone,domperidone,11
Domperidone ,domperidone,11
Domperidone (Bulk),domperidone,11
Domperidone (Motilium),domperidone (motilium),22
Domperidone 10 mg tab,domperidone 10mg,16
Domperidone 10mg,domperidone 10mg,16
Domperidone 10mg tablet,domperidone 10mg,16
Domperidone maleate,domperidone maleate,19
Donepezil,donepezil,9
Donepezil 5 mg,donepezil 5mg,13
Donnatal,donnatal,8
Donnatol,donnatol,8
Doribax,doribax,7
Doripenem,doripenem,9
Dornase Alfa,dornase alfa,12
Dorzolamide,dorzolamide,11
Dorzolamide 2% Ophth. Soln.,dorzolamide 2% . .,18
Dorzolamide 2%/Timolol 0.5% Ophth.,dorzolamide 2%/timolol 0.5% .,29
Dorzolamide-Timolol,dorzolamide-timolol,19
Dorzolamide-timolol,dorzolamide-timolol,19
Dostinex,dostinex,8
Dovato,dovato,6
Doxazosin,doxazosin,9
Doxepin HCl,doxepin hcl,11
Doxercalciferol,doxercalciferol,15
Doxycycline,doxycycline,11
Doxycycline ,doxycycline,11
Doxycycline Hyclate,doxycycline hyclate,19
Doxycycline Hyclate  20mg,doxycycline hyclate 20mg,24
Doxycycline Hyclate (Delayed-Release),doxycycline hyclate (delayed-release),37
Doxycycline Hyclate Desensitization,doxycycline hyclate desensitization,35
Doxycycline Hyclate W/ Lidocaine 1%,doxycycline hyclate w/lidocaine 1%,34
Doxycycline Monohydrate,doxycycline monohydrate,23
Doxylamine Succinate,doxylamine succinate,20
Dronabinol,dronabinol,10
Dronedarone,dronedarone,11
Droperidol,droperidol,10
Drospirenone-Ethinyl Estradiol,drospirenone-ethinyl estradiol,30
Drotrecogin Alfa (Xigris),drotrecogin alfa (xigris),25
Droxia,droxia,6
Droxidopa,droxidopa,9
DuLeek-Dp 7.5,duleek-dp 7.5,13
Dulcolax,dulcolax,8
Dulcolax (bisacodyl),dulcolax (bisacodyl),20
Dulera,dulera,6
Dulera (100mcg/5mcg),dulera (100mcg/5mcg),20
Dulera (Mometasone/formoterol),dulera (mometasone/formoterol),30
Dulera (mometasone-formoterol),dulera (mometasone-formoterol),30
Dulera (mometasone-formoterol) 200-5mcg/actuation,dulera (mometasone-formoterol) 200-5mcg/actuation,49
Dulera (mometasone/formoterol),dulera (mometasone/formoterol),30
Dulera 100mcg/5mcg,dulera 100mcg/5mcg,18
Dulera 200mcg-5mcg,dulera 200mcg-5mcg,18
Dulera 200mcg/5 mcg,dulera 200mcg/5 mcg,19
Dulera 200mcg/5mcg,dulera 200mcg/5mcg,18
Dulera MDI,dulera mdi,10
Dulera(mometasone-formoterol,dulera(mometasone-formoterol,28
Dulera100-5,dulera100-5,11
Duloxe,duloxe,6
Duloxetine,duloxetine,10
DuoDERM Hydroactive,duoderm hydroactive,19
